trip_id,avg_speed,avg_acceleration,brake_events,distance_km,night_drive,risk_score
33,77.63705062774774,0.2957386416954191,4,63.449768202437326,1,45.36217094181956
34,74.49533503115792,0.5277021624984052,1,58.7435647566376,0,37.69140712651297
35,70.31999491716466,0.6316711571875115,9,69.98351054012575,0,54.093330665887315
36,69.76430348077075,0.3635821015599991,2,61.88677482593086,0,28.76139778212933
37,53.58457579080979,0.6621415782698059,9,84.03894431152234,0,44.024360654473405
38,73.49429354237388,0.1971971900262435,6,58.75212851398032,0,36.61141748037059
39,61.68547033719098,0.8269840869126701,3,7.0650015230445415,1,44.67529283015918
40,83.4407876993677,0.1316863033554061,0,61.07117259412207,1,23.067706877478898
41,46.972206826274245,0.8928817953168925,2,40.06749980312501,0,32.16036468358186
42,68.76203381575128,0.5876531430057912,1,15.072575610205046,0,28.049209212237734
43,71.06803486834494,0.3825819871253226,6,67.60733690984226,0,32.82041623565988
44,47.92754625933817,0.5875674225795965,6,24.940446397145863,1,40.77496681564012
45,83.99288636270742,0.4491850600477083,3,27.000588083164725,0,41.90001927000237
46,76.37822814929703,0.799369825508712,6,54.536912275498416,0,49.132645294185025
47,50.70831213743766,0.3721749663843188,4,6.881030058075287,1,32.11733266825102
48,65.70415486996228,0.4588366935743806,3,12.090477984199516,0,33.87344175062348
49,60.544334516921715,0.0418090146646357,2,39.28644282990922,1,29.772689781947626
50,68.51808299142135,0.8676910378124078,0,26.95583768273986,0,23.94404749658772
51,50.60467185685823,0.9040695275322445,1,42.47662765915779,1,32.45875040993695
52,34.09596177724546,0.2323884793981403,5,15.10025197843992,1,31.8243823364602
53,61.45799371246441,0.3130697970007227,6,17.367631323094223,1,37.71359349008036
54,56.952676099088066,0.710396221065137,3,52.86803710783542,1,37.5204112412559
55,76.53914037506924,0.5840901747627804,2,72.48270880651863,0,32.85634600939552
56,89.70794361693315,0.4034590923974054,7,5.289372414066143,0,47.472530708053874
57,81.0609956640094,0.8155859544017685,2,8.786612456104377,0,35.52484411824898
58,46.85010485669335,0.8064490911743771,1,10.482555527209904,1,25.575726757038666
59,78.06581641196486,0.5236259553967505,3,40.49351231937731,1,41.96526610649422
60,59.80428830854524,0.4675097723713876,5,6.111835012645589,0,35.57028788322745
61,85.35846508462119,0.5153894171213981,0,8.952801747338318,1,38.86238184838509
62,87.53247593352233,0.5082777201042498,3,79.80729810696765,0,40.93448636393419
63,54.017397489443795,0.5236265920876378,8,96.76112954003524,1,47.4437295912081
64,60.55258705710351,-0.013410673959702,1,60.62230297750457,1,26.241625132970615
65,23.051858144912444,0.409792632408633,3,87.93640541969775,1,20.838922128840306
66,61.94927539510878,0.6314239475601595,6,63.7591813452306,0,40.36238721204294
67,68.95437809803788,0.3893240685042786,4,84.69075271640861,1,39.86257584004929
68,67.77284931828311,0.4864395018243796,6,42.20900585589579,1,45.71595817156646
69,65.24488480351121,0.7368288560790789,5,7.516082577564596,0,38.72613808977325
70,50.57816869600347,0.5186536880476774,2,59.28581818688688,1,29.824562950453924
71,55.50551923848395,0.6643390296104507,1,29.942577901634024,1,32.31250828035189
72,60.06064392167423,0.244793206792091,0,39.75826705696405,1,31.961446224231302
73,51.51186878138489,0.4717344359354901,3,62.68326861508951,1,38.18085827877273
74,23.05053866115467,0.345993959132215,6,35.2946910067214,1,28.998171102044484
75,36.547904623240285,0.4687367653925547,6,92.13654350492548,0,23.872518859873697
76,49.58764877864732,0.5430734126809329,3,38.95912957736165,1,38.027473242274226
77,55.51629843316841,0.4814473451402308,7,58.19276925053522,0,25.0289798696677
78,52.42875497678282,0.3730491531917917,1,14.64041172608829,1,26.51096942424423
79,60.20160719503467,0.7054117208219728,4,26.653077586829085,1,40.88783885245815
80,57.81646013304497,0.5440434374801203,6,78.11634655688609,1,46.32953923284916
81,77.88284269082146,0.4456625580622971,6,11.0745633033395,0,49.35346638091703
82,78.96501963999745,0.2755364332723316,3,22.81938494339362,1,51.690619889348156
83,37.254915297203254,0.4287373765998244,2,46.83383946567582,1,29.479442817899496
84,91.0513618570449,0.3330324910392735,1,30.361574142888053,0,37.21439036843871
85,44.10262073258379,0.5121995589178723,4,27.11783727921852,0,26.426887152368653
86,78.95684557181086,0.5511940951552318,8,67.8541565890207,0,39.51624207253715
87,55.70646763437375,0.1882313074733533,0,70.06644744662267,0,23.095288593478223
88,55.657333056926944,0.2714108786125534,6,63.10471375540351,0,37.655493165057386
89,54.34619909562881,0.2990429810026626,8,97.8951441729306,0,41.94513392330374
90,61.906892123785525,0.6149939703048328,5,28.11405341451779,0,48.22590424296703
91,50.27311138084861,0.3436034333721104,8,34.96022301573919,1,38.69044157345177
92,37.30429858122783,0.6835278638341346,6,55.88583895228154,0,27.315873270453512
93,49.10466929609399,0.6056719075340162,4,61.96727852990741,1,42.84141585242143
94,25.558208594098765,0.2816414240746117,7,43.5533200472876,1,23.453759144339234
95,35.45316654192836,0.1790635964247139,9,72.2538556157883,1,37.63099785699839
96,37.0012971493541,0.7053078012444476,7,33.321298244814976,1,33.90942551779361
97,61.32701011982441,0.6935244549817376,4,87.66455843328774,0,36.502006757198394
98,74.60561056044078,0.1787064280938823,0,9.304025069025256,0,25.679883961619804
99,44.09421127226143,0.5535746982448091,6,22.846896672748468,1,28.18468252026716
100,53.79195014445686,0.4985677001664744,5,53.71228549178215,0,34.89823748158954
101,71.25535355059579,0.4055184003762146,5,13.351851357795573,1,34.887882491187256
102,65.1535183835418,0.4627246365059251,6,76.06112755386131,0,36.214014229644036
103,52.0893012587405,0.4079315843998127,3,63.77948414178792,1,36.5068158883207
104,35.8251838711752,0.6070246823646779,1,99.58247246101428,0,24.929072333600054
105,57.567482379938376,0.4232638417039164,2,73.22257796656231,0,28.38557183571297
106,60.07580824085561,0.5868917135600099,2,86.81648149356351,1,43.58934907114502
107,78.26919959431484,0.7818125680277886,4,38.82617310349465,1,48.64802112266585
108,41.07350409110119,1.115982439087266,6,78.73879767745213,0,32.78604230519103
109,58.5000799895596,0.2214882423588146,7,97.27184639612776,0,42.44885254921826
110,65.49022958935369,0.9271808445999594,3,37.33060973460853,0,34.148923129306205
111,42.634215131657335,0.3777860049271057,3,23.412311836876537,0,24.13484637228143
112,71.64779919049833,0.6431233691495488,4,86.21779715387156,0,38.90156724127427
113,69.94267916652723,0.4722894857942223,7,13.701474093266118,0,39.875141460535446
114,32.972147851136704,0.4140608627920695,4,9.279637085010064,0,15.746877476399488
115,64.39638431158382,0.6429752606432025,7,13.2817861326461,1,42.85244815249369
116,66.31304589018526,0.3945196372801648,0,7.218635260823435,0,32.65180266859504
117,57.36098888163674,0.2568245313110106,7,65.08299222653339,0,31.015168665409696
118,58.24718286138018,0.6269009434871222,2,13.754113549827473,0,25.726279202076544
119,75.8644108965262,0.5195615898576547,6,34.76326260218114,0,43.053390327213044
120,44.02513322961763,0.2666686512436194,3,51.14063373587974,1,21.808445319194547
121,68.23212739747572,0.2958400059918722,5,43.93612811491023,1,36.998503773668986
122,52.09688812432723,0.3148799131816875,8,23.050062375663646,0,36.19442753216996
123,63.58103448783409,0.7470037464148002,9,40.11550232805299,0,49.18499821724242
124,75.72713235028392,0.5171793795217873,8,23.503773372804837,1,47.43175504239959
125,70.98608254619458,0.5594667504394327,9,95.99389179581806,0,50.21358387934246
126,45.32610194904567,0.3331221288805797,0,91.65223361024783,0,12.063132504497542
127,70.36153687678211,0.7686093602661422,2,99.11225855460354,0,35.79278276839813
128,42.014352277468895,0.7043413304657203,8,17.688582125851056,0,39.43458994184208
129,75.72360093142032,0.6382764578693607,7,20.838787442883586,1,43.60095227160925
130,55.855742322605934,0.832646376940024,7,98.986584583105,1,48.21159581340062
131,39.326469974715195,0.3274451235175574,8,37.08266407406656,0,34.227320676465055
132,56.28161489311586,0.3145892107674947,3,60.17960677790012,0,31.444378251903697
133,51.47888013261448,0.1481621978195938,5,76.00639453286762,1,34.16312082151096
134,60.51437720943407,0.5420801099481052,4,66.48408849117396,1,44.3143701188163
135,53.93194920292768,0.4052169156528885,1,23.285670110850845,0,33.458857545052894
136,85.16323301148807,0.3102647804034313,4,18.548773198304787,0,37.67046802907218
137,52.58529668718414,0.8544483187606957,4,24.21632718287729,1,31.781404259267056
138,73.75657466212432,0.8694417881412654,9,51.37967123120683,0,47.490124438141294
139,72.03394293567291,0.226259735589866,1,38.234418887121414,1,40.97020836315518
140,54.10462082621959,0.2214397020981822,9,39.541773823829736,0,41.68908475357262
141,55.86314860502897,0.4567468633634619,9,94.47399132731896,1,36.01563832617613
142,39.95327562570176,0.6172065953486168,7,45.49340134109756,0,24.629607636165424
143,59.89829837059506,0.4245684814768928,2,79.35043414318463,0,32.489461052367645
144,67.30341719414929,0.3558909509415749,0,51.82335807519866,0,28.107042764302157
145,47.648921932323674,0.424045825595717,8,51.52669880520102,1,51.061830693254144
146,52.23403742152068,0.4098747480419825,8,73.9581564740375,0,46.14909691399592
147,64.5500137644267,0.4902451091466013,2,70.84523519185272,0,25.041941609306697
148,35.09079733246319,0.5689954685232808,9,98.98878954257688,0,39.49835439696421
149,94.04445717173544,0.7343964338550092,4,93.95945275648204,0,48.71689511305332
150,72.44431496664619,0.911767100744443,6,31.97770303064394,0,41.915482244180176
151,47.065166525260786,0.3927973986130944,1,83.03805656086053,0,15.19801204128464
152,90.2098251410967,0.8239356731608751,1,21.93958835668736,0,48.41704543561734
153,66.04181442858575,0.4455991858247269,9,89.95955505342802,1,47.391665157089705
154,61.27610869698472,0.3274758238684836,4,49.197483245763586,1,43.886674077643605
155,73.00584113950299,0.9731366759337216,7,92.08416181192216,1,45.12738024135331
156,94.892568566856,0.1212184936895064,0,64.30265249098635,0,35.415676848143875
157,51.99123353968436,0.446288221957697,9,92.04152714043946,1,42.93462629255165
158,38.08021575190513,0.5913254954188216,0,50.95418955851905,0,17.42661073260357
159,33.95850995081643,0.6665004633026591,3,75.16402261149085,0,25.22183384934622
160,65.89195250846872,0.5078243131485617,8,89.08310342733262,1,43.4464982211923
161,42.45373012910452,0.9416234330095298,8,7.024463239643499,0,38.33325625047091
162,89.71203251405407,0.4855791683576281,3,93.91934374740345,1,44.46522875965595
163,77.95885687939004,0.3757991039519078,9,55.5888256920631,0,58.46024165623746
164,60.8309773894866,0.3985496134716062,7,40.74631680379264,0,31.95002194307293
165,52.81284814605232,0.569001797446054,7,14.346082985365353,0,34.53654033170962
166,35.22873648478046,0.795093445467485,2,98.05716181062292,0,32.284446277653714
167,71.15460611833186,0.5407156267403509,2,44.98127856742341,0,38.61790570440574
168,74.90109435890417,0.5998317427133841,1,77.53343073392732,1,43.75594722369358
169,59.75214850297863,0.5586121345785082,9,23.9750598375511,1,51.034245893184725
170,68.56050922648782,0.2502375306674341,9,20.798893685901444,1,57.72636105633943
171,55.11119625239169,0.2388016326038112,4,6.283939834016412,0,31.617192343753807
172,60.4186547074903,0.5043309598099408,4,78.89380964440595,0,30.582636080015746
173,65.08219264686261,0.453821042971849,0,31.68267497251632,1,29.00778869965231
174,54.43786766732619,0.4382130819123531,3,9.598300030934231,1,33.22345119527729
175,54.32585120956365,0.6720347695285454,2,17.484101462971815,0,32.87274479083836
176,63.2981327834831,0.1644847835885161,5,24.54027309083928,1,45.75179616836344
177,38.85143217820977,0.5414068152025571,1,19.632197498214737,1,28.04180007358889
178,56.82370714948596,0.3752213769714169,7,72.10149324600604,1,38.20301177045058
179,62.32834271725877,0.439730706070111,4,9.876676349786347,0,31.44242975478851
180,38.070789907610376,0.4386457043272523,0,86.44016241308366,0,15.600923117358295
181,67.32885369012352,0.5299079290090302,1,34.44341252016651,1,34.900711997159604
182,68.09459377699429,0.5276425293563911,5,44.40468886597547,0,42.40216421173936
183,51.1771378177346,0.5731283883512304,6,81.18846163474053,1,42.809834234598625
184,69.62982985856647,0.2399955467082845,8,58.89484645284513,1,51.87673994398212
185,40.73627025692773,0.7458555240556588,7,5.2047246913616805,1,39.442212165924836
186,66.03738495625743,0.3852939550062158,1,82.51113748113323,0,19.546102974616915
187,57.11287337001711,0.4075276521395619,3,11.65477631336048,1,32.33618715357042
188,31.09030736404539,0.7113027883633022,3,22.303443230677487,0,23.551858359818134
189,63.61523258794737,0.4066418491877283,2,91.0361033272811,0,26.27442937516408
190,57.42122746108863,0.3863892355876018,8,16.0032438670837,0,43.17794632572534
191,63.37211863993402,0.5067093673786893,5,56.06465870828619,0,37.633406547901785
192,61.29301925088996,0.7968607215760334,7,11.19412221724476,1,51.12955060912245
193,54.13454374142092,0.9104813410628304,0,19.667988622314397,0,19.866428041170227
194,58.45371622497045,0.7339420990990143,4,72.07751294012368,0,31.714606780420404
195,31.430633117732715,0.4538960194337729,0,35.39660788217743,1,13.23902994459857
196,81.83154222523052,0.5345367277127867,2,60.68538434721368,0,31.088619755123368
197,82.87638646909878,0.4475063969520597,0,91.00357470893884,0,31.09244467890742
198,68.61327814256754,0.6021770256046005,1,58.72594479325915,1,45.46526239187224
199,74.8566842205957,0.2069210242754433,0,78.11304428494542,1,27.18769299369719
200,69.30073460788984,0.69003660418491,3,31.72183858758937,0,32.12723459834588
201,60.31386838926296,0.4052244459199985,8,98.07249908258773,1,40.4195000283768
202,47.426584021558,0.6734873118873499,6,42.85893340658746,1,38.21342311956494
203,98.76683491673238,0.4170079802631857,8,73.23759124347033,0,55.83071539406395
204,77.73581910263506,-0.0876663759058781,6,37.878917667090256,1,45.94881287140126
205,68.68268683600087,0.1501035927854139,7,27.18532812727971,1,48.18825174492661
206,56.80966973655339,0.6356077704039095,0,32.82894827985002,0,19.926241036483372
207,46.9209577472934,0.2466637946729341,2,16.91173243761117,1,14.009165887653499
208,76.6182225803708,0.3124209542509141,2,72.73339841629289,0,39.510577127046886
209,47.61978206100166,0.9285738051249408,5,57.18681090634277,0,38.2786680743794
210,79.32938949517741,0.2919778813479788,8,23.105441714122737,0,39.372430955856146
211,60.560442835117,0.6116793216534043,6,41.08688133660927,0,43.34952429196876
212,60.17704370882589,0.1626873563275168,9,68.88018146836954,0,33.910329326287815
213,67.5936806237409,0.1495425281409385,7,78.42905093693471,1,40.42585369049917
214,72.63000823520122,0.6418708786594238,9,34.69931284920641,1,55.61321855391234
215,62.93059131788685,0.3181113464181454,5,48.858333849508725,1,34.38211242535182
216,67.38968449687995,0.2769805880346752,1,74.54841559221975,0,28.81895634965955
217,56.47628392846385,0.5865554325855729,8,97.2382759491412,0,45.32476457122584
218,74.69831801996764,0.6048386542719418,9,13.702014151462077,0,41.93810338165242
219,57.84331312292818,0.4235597499499902,9,59.210396376687896,0,46.36172780593966
220,39.912964499174635,0.8097183878609696,9,47.42744554712754,0,47.80625079201815
221,50.41068045403521,0.4664602445807657,5,77.8312224296378,0,34.5657828885077
222,46.92860810322851,0.3501013790456093,9,93.06144754027832,0,40.20085124927863
223,74.79948976061792,0.5713609074966643,7,78.12668757399042,1,55.2013759932183
224,72.69517133189098,0.9098931164899235,3,91.3090533432628,1,46.3441827217555
225,53.51668316694171,0.5359967156941255,1,47.58695133076114,1,31.36280172084907
226,54.404538173960056,0.3552292843243745,6,36.36087876738976,1,36.42970271366964
227,67.21728168115786,0.5897168286142876,8,11.11123062509344,1,54.63900477063701
228,57.514843344540736,0.2993416254914553,0,73.18837499912121,0,20.00862665655103
229,63.13503178299763,0.8657239333988546,3,28.476218788663427,1,38.52132558025518
230,52.176206452103635,0.374056704584631,0,48.75279760476521,0,23.37428382955411
231,63.28903923337409,0.9036437015441388,8,60.461107397164255,1,51.278832227876684
232,65.46469031026734,0.3103841965095158,6,23.890960976315124,1,38.268756110656156
233,50.68888507726222,0.0829647712780969,0,45.23394104635413,1,28.596070836348918
234,68.81728172353783,0.8666645212466737,3,7.8334859986820895,0,35.18243731605291
235,72.24054686653326,0.270186480517711,0,23.62500749955893,0,33.34231963022701
236,40.15041833152295,0.5772126696194753,7,37.628547488248266,0,38.294401435245945
237,56.83568799809345,0.5640307061428429,1,24.663977342396247,1,26.051654581970237
238,73.27386814957434,0.5184807145539697,4,89.52793359830063,1,38.974318304258105
239,39.437444956534755,0.1530586270854244,3,85.08874136355931,0,23.681612671818684
240,69.7418598546556,0.5264839117552002,6,73.57224504212334,0,49.20415782535575
241,66.98110087575107,0.5945684857132589,9,16.454754050872026,1,59.09085072828394
242,41.24684332064157,0.6189505841387126,8,62.51070727324197,0,36.32212293570608
243,65.25293895610318,0.529467289915098,4,17.627805341848404,1,43.97047283108107
244,54.33298654965973,0.4890234478469994,0,50.813401668095715,1,34.363288016344484
245,74.50192048963602,0.3712328878647097,8,73.75069386206025,1,52.01842406049496
246,38.039536531801886,0.6742090702454557,4,13.434569574732407,0,27.74752826437383
247,66.3081169458349,0.3172227270158908,4,84.20242974590504,0,39.98826593858837
248,37.36820851858232,0.6967588910354964,7,31.41206862717073,0,28.235354177444574
249,68.02715054074426,0.4413225132692903,2,24.861197342202683,1,28.856934110799813
250,49.8103167614396,0.3497825488160329,7,88.37891356113849,1,35.901090564930584
251,53.85851693370976,0.6834709832109255,1,61.04886885606023,0,25.14785960103099
252,57.93302397022479,0.3945075400187393,1,35.116151533010466,0,27.08963318050836
253,51.638721971293776,0.1716990874467218,7,7.363889243519144,0,35.60277815027087
254,67.90007060344065,0.4251201732650984,8,48.19598439169498,0,38.71164089574394
255,52.07016104108179,0.5035712998878372,8,50.10560042958955,0,41.81103094047971
256,52.494964553972224,0.2372973302647353,1,12.844294294510682,1,26.506835270854424
257,76.74004675767031,0.658621189044326,1,6.335298440361675,1,42.276304356962314
258,78.17280570888607,0.3907232357575592,9,69.27019233734512,0,44.10993932937038
259,59.719919441784384,0.4410356742410367,8,80.83680432200761,0,41.10504425062997
260,58.228906212660966,0.4616353685528191,6,33.95048055381552,1,37.79735856740801
261,75.08605460890075,0.3568326704698126,4,13.432643401196495,0,24.755872182472473
262,70.72979654654804,0.4086264819932172,3,97.45736086265616,1,41.93176632608047
263,90.48613837889332,0.6019548589146341,9,64.03853116596258,1,67.20786539387083
264,93.6108761386352,0.688392439290116,0,55.941252818142395,1,41.37557721293968
265,47.75759020950827,0.8000850927517317,9,43.47995046831275,1,34.55385790223663
266,53.84370222251039,0.4280809114448994,6,60.42584506687043,1,34.515413526896246
267,22.016776260319425,0.4373164995556605,2,55.37865425459689,0,11.864958543684072
268,36.09468959733267,0.7777050367733518,3,18.530841057214673,1,36.07212860836312
269,53.94191388425568,0.4509739507424801,7,73.31415714809106,0,33.603571928336464
270,76.52620754493157,0.3165513126667041,8,14.509861603623984,1,57.2144894971748
271,76.16709091366498,0.3235159792065641,1,58.88482969231661,0,28.95688855525498
272,66.61894072057095,0.6311890183124479,1,50.35210278571961,1,32.719429506228884
273,65.7463548518927,0.7207680918683723,0,45.222101108928406,0,23.771552134902322
274,40.1164871856647,0.1482042084666936,2,66.63096654436862,0,24.441390661681915
275,49.80675324700557,0.357859544444531,0,51.53755760615165,0,12.73366035781871
276,41.612481554060594,0.6042605662649071,1,46.41481142507159,1,26.2995099490111
277,71.10842421966906,0.4451836709751802,0,54.14052440875817,1,32.67937382105014
278,69.6159840468043,0.2790989063059593,5,83.07763976029196,1,34.83916216624121
279,71.78894246233641,0.517987138475663,6,97.58959305438012,1,44.71862131305763
280,68.80233495447827,0.4421863101872813,7,62.63554623551745,1,47.047651185655425
281,61.519119802216494,0.5226643469499942,5,93.57054530304156,1,45.71512611421496
282,42.29118264322548,0.4513040327646587,3,9.334512379501836,0,25.189586701495102
283,46.45445961230038,0.3413369891521015,9,78.06342175320108,0,33.12075928927642
284,62.7679327254944,1.042199899876033,3,44.21045712824509,1,49.85939167626512
285,32.07928177916811,0.4441966911061012,0,52.66168357660744,1,22.59612422782261
286,44.285700148212065,0.6082976829168484,0,51.03442268685855,1,28.118081161936306
287,43.52916947859832,0.5564160499041501,9,91.26669594442843,1,43.62537488466217
288,65.60973183976716,0.7667180545653806,5,54.30337234403004,0,33.503910647434616
289,76.08208909930819,0.5745598866327454,5,59.689216025974176,0,34.67072779687002
290,53.53622518258668,-0.1271187279751181,0,51.61908546256335,1,24.161625219570485
291,55.04635681202825,0.66001837810504,4,39.43078905359525,0,31.66960968989588
292,39.44965267790616,0.5038427099280016,5,43.39945192123041,0,33.139933506321555
293,57.59818006425717,0.8005598632834101,9,95.31840218599947,1,53.81149142245589
294,52.60181960683882,0.6493532975890326,2,63.08371993567506,1,29.964071135408172
295,58.57785977761035,0.8641178024383301,2,26.13974982869462,0,40.179249430165214
296,71.16278035891203,0.7248805363788701,9,23.459100995150173,0,54.28971617085142
297,79.13936045995976,0.2285079682835647,4,53.03706400790724,1,41.611866604145575
298,68.51790537846188,0.482814248327543,6,83.38178228399187,0,33.249698156758114
299,55.36530984547935,0.399184768103116,7,74.61959804219414,0,39.16205231111854
300,43.11638668652582,0.8391465283165601,6,76.86818931334629,0,41.749064259371835
301,66.86884217847995,0.4910928775112098,7,66.29069386970389,0,41.495798965375144
302,71.74072415042757,0.0900758884348462,0,21.22674687499322,0,24.237313964064978
303,75.27942454180213,0.493266176375436,0,80.78936802080604,1,44.01937133398768
304,97.23172514311209,1.063818233799416,6,24.557330891958937,1,65.33795420163108
305,59.97364546010304,0.3793740632809965,1,99.73843341158477,0,24.50754060233176
306,70.56349366579275,0.3735135038788022,4,69.79655983300992,0,34.894550554392566
307,66.27291149813978,0.5725288940792381,8,8.107454378328272,0,38.28626897456277
308,49.70076486893602,0.2848453754806939,0,75.9497102387267,0,13.580487375806488
309,48.14973479440246,0.6239624925844773,8,99.48393030013727,0,45.21630786485106
310,42.87953709498895,0.4061909646745865,2,72.64770673116081,1,38.15069212700597
311,46.500848168192434,0.3481511074745038,3,59.61593172979286,0,20.472809824391994
312,55.15133590423314,0.4614889593884362,6,12.77881961487755,0,31.37102117983652
313,75.44658773832036,0.6886378566870003,5,89.96806533383332,0,41.92623830064273
314,66.53870590921525,0.3013342581974814,4,96.02567748464438,0,29.535037257607648
315,67.20070561898798,0.3714318268582821,7,89.24278147048008,0,47.77042079408428
316,47.73042590574224,0.7667213465965788,9,29.07709168085837,0,49.74463521165736
317,51.61032508523731,0.5468126552577462,0,10.43674652749916,0,25.996783674659696
318,73.62369117120177,0.3656305873116275,1,22.367972889775093,1,41.6307184535137
319,59.90818914970709,0.494012302980071,8,30.49530363530852,0,35.95793331408458
320,108.13680798945838,0.1968602516137095,0,83.71721776387305,1,40.2206661719371
321,64.96983270159477,0.4508457607604075,8,19.794883639756783,1,51.67547294912753
322,80.40626310308718,0.3532569389524344,1,48.87455144885897,1,36.50901660931332
323,44.02887751099048,0.4502980772417123,6,42.841887536352104,1,32.4672759364221
324,65.65799161104567,0.6148700959512106,5,92.22696580253556,1,40.18268097409372
325,42.80425823226199,0.8106579039736844,8,33.11333390573477,1,52.98413917142775
326,51.349238356346206,0.637664338006416,5,59.451604867719624,0,42.810057082467075
327,75.38649635497201,0.4486287399675744,1,72.40749614214658,0,29.892587819027927
328,52.78480020409623,0.4951477716680824,3,55.64886073768993,1,29.35474878837006
329,53.59162384371112,0.6030676976503124,5,57.24196530099037,0,32.94964614763845
330,55.48957724629675,0.6062475934596344,1,88.94900301811329,1,37.51716841983624
331,64.11647729260558,0.4720759973404856,2,99.80678702403682,1,32.69136794352227
332,65.36160500976771,0.5103817433698861,3,8.126976734012699,1,40.51320042338036
333,56.26707842380958,0.1933200325641644,5,27.484094621088133,0,33.773190136452676
334,65.54473010007902,0.4453183581820847,0,17.121560278099356,0,29.44652838691296
335,51.87212025862229,0.5177200597393138,9,61.09988290155544,0,47.97364511773412
336,58.71197843941235,0.3608655909863697,6,84.18055011901728,0,35.41559321827884
337,77.33382148546015,0.2836828955186591,8,37.115935719528984,0,45.692959530236685
338,48.96743179219757,0.3877647872965427,8,17.483046419725046,0,35.925438713013335
339,53.84871932814579,0.7701176515012736,7,51.97514272328976,0,42.04897924238463
340,63.92925206838134,0.5503880016270037,9,57.181117186094674,0,52.01792626520355
341,56.573462633549305,0.0499459656411345,9,20.52255722884242,0,38.00342748733128
342,50.07616047797452,0.3870629704882803,8,8.077480443248746,1,39.161386651218145
343,53.93699103520492,0.1962475099910181,1,34.10124381402716,1,32.629552019973474
344,64.24317048029525,0.7189185214083146,8,19.014039025859983,0,44.27348041454499
345,44.77801291925781,0.7255302895932442,5,39.41539832743554,1,26.00145866685973
346,71.0973256149703,-0.0279878868343708,6,78.9380794267099,0,32.49444192711733
347,58.1093882672624,0.2257671188092567,1,68.21030899442239,0,25.37331133282109
348,62.70497025814328,0.9006609412387198,3,18.80293256744241,1,44.07401331987028
349,75.22004242644003,0.9394246721201124,6,43.75548011510227,0,47.72883450264819
350,82.95136054495826,0.6718896996540238,0,80.27323728228477,1,39.43127888276008
351,65.4235328993466,0.277634606456861,7,79.59552401572576,1,36.88619334253774
352,44.42949924119501,0.6136917724391654,0,33.52756694833046,0,23.466488062834912
353,71.82579561782948,0.4652538444697834,3,56.99178058406947,1,49.10365773269874
354,40.59023396950758,0.724628991164065,1,45.44024777536536,0,16.987962706126915
355,38.25936509619438,0.5022827486083787,9,67.37163415060154,1,51.4473231588497
356,62.43379347120262,0.6090522242759119,5,56.90313480294528,1,36.059351601961204
357,58.25914943507274,0.4258228599122673,7,20.12127570845439,0,37.46624689505793
